horse_name,jockey,trainer,actual_weight,declared_horse_weight,draw,finish_time,win_odds,running_position_1,running_position_2,running_position_3,finishing_position
VOLITATION,J Moreira,J Size,131,1167,2,1.38.61,3.4,2,1,1,8
RAGING BULL,J Moreira,J Size,120,1126,8,1.24.52,5.1,2,3,1,8
LOVELY DAY,J Moreira,Y Ikee,126,1083,1,2.02.30,2.9,5,7,3,4
UNICORN,J Moreira,C H Yip,123,1072,9,1.37.52,2.7,10,11,8,2
SOLAR GAGA,J Moreira,D J Hall,125,1119,1,0.58.58,8.6,11,11,10,10
GLORY SUNSHINE,J Moreira,W Y So,132,1120,3,1.10.78,4.3,2,2,3,3
LUCKY PROFIT,J Moreira,C S Shum,131,1116,2,1.10.31,2.6,5,4,1,1
HOLMES LEGEND,J Moreira,W Y So,128,1053,5,1.50.17,5.2,9,7,7,5
BLAZE STAMINA,J Moreira,A S Cruz,116,1051,5,1.10.06,2.6,1,1,1,1
KING OF MONGOLIA,J Moreira,C S Shum,128,1120,2,1.41.08,4,4,5,5,3
LUCKY YEAR,J Moreira,C S Shum,121,1130,11,1.10.45,4.3,11,11,5,5
ARM RUNDA,J Moreira,J Size,126,1174,2,0.57.35,8.1,5,3,3,3
WAH MAY FRIEND,J Moreira,A S Cruz,132,1055,11,1.22.25,6.2,4,5,6,1
MOMENTUM LUCKY,J Moreira,J Size,128,1134,10,1.09.77,3.1,2,1,3,3
KING BOUNTIFUL,J Moreira,J Size,133,1097,9,2.17.97,3,6,7,8,1
AH BO,J Moreira,A T Millard,128,1126,1,1.22.28,3.7,8,7,4,3
GENERAL SHERMAN,J Moreira,A S Cruz,126,1073,1,2.02.14,3,6,6,5,5
HOME RUN,J Moreira,Y S Tsui,125,1098,8,1.23.03,2.5,12,12,10,2
SMILING GLORY,J Moreira,K L Man,126,1169,13,1.11.47,5.5,14,10,14,14
THEWIZARDOFOZ,J Moreira,J Size,126,1151,9,1.09.49,5.3,12,10,10,10
MAURICE,J Moreira,N Hori,126,1145,6,1.34.08,2.1,4,4,4,1
HELENE PARAGON,J Moreira,J Moore,124,1057,9,1.22.42,2.6,9,8,7,1
MR VANILLA,J Moreira,D E Ferraris,130,1040,12,1.42.59,5.2,8,7,6,4
SUPER SPRINTER,J Moreira,C S Shum,126,1038,7,1.41.16,3.2,8,8,6,2
GOT FLY,J Moreira,D J Hall,128,1130,2,1.51.26,2.1,6,5,5,7
WISKY,J Moreira,J Size,126,1138,7,1.11.18,5.8,4,5,5,5
DIAMOND MASTER,J Moreira,P F Yiu,116,1149,11,0.57.19,6.7,1,1,1,1
TOP BONUS,J Moreira,J Size,123,1185,1,1.10.79,2.1,2,3,2,2
CARTOON FAY FAY,J Moreira,A T Millard,116,1134,12,1.42.30,36,9,4,3,11
NOBLE BUDDIES,J Moreira,J Moore,130,1167,10,1.10.48,9.6,1,1,6,6
ATHENA BABY,J Moreira,C S Shum,127,1062,7,1.34.52,3.1,7,7,7,7
UNIQUE JOYOUS,J Moreira,K L Man,119,1147,6,1.35.40,2.5,10,12,8,1
COUNTRY MELODY,J Moreira,J Size,126,1079,1,0.55.91,8.1,6,8,4,4
ENTRUSTING,J Moreira,T P Yung,132,1063,13,1.49.06,4.5,11,9,10,5
FAIRY TWINS,J Moreira,W Y So,133,1169,3,1.10.00,3.2,5,7,4,4
RESPECT,J Moreira,J Moore,119,1139,2,1.09.74,3.8,7,7,6,6
ARIZONA BLIZZARD,J Moreira,J Size,123,1129,7,1.11.93,3,3,4,12,12
STARTLING POWER,J Moreira,T P Yung,132,1081,9,1.09.30,4,1,1,9,9
HAPPY SURVEYS,J Moreira,J Size,130,1167,6,1.22.40,3,5,6,4,2
DOUBLE MASTER,J Moreira,T K Ng,129,1099,6,0.57.65,7.4,3,3,4,4
WINNING MASCOT,J Moreira,C W Chang,133,1078,4,1.50.26,9.6,8,9,9,6
CIRCUIT KING,J Moreira,A S Cruz,130,1088,10,1.10.57,3.5,7,2,2,2
HOUSE OF FUN,J Moreira,J Size,126,1223,11,1.10.83,4.1,7,7,6,6
LAMAROSA,J Moreira,P O'Sullivan,123,1151,11,1.11.16,9.9,4,3,10,10
SO CAFFE,J Moreira,C Fownes,132,1102,2,1.40.26,4.1,5,4,4,1
LOTUS STRIKES BACK,J Moreira,J Moore,116,1011,2,1.50.16,2.2,8,7,7,1
FOREVER RED,J Moreira,J Size,131,1115,7,1.10.50,4.3,8,9,2,2
PLAIN BLUE BANNER,J Moreira,D E Ferraris,129,1069,12,1.23.26,7.2,12,9,7,8
BASIC TRILOGY,J Moreira,J Moore,122,1178,2,1.46.62,4,6,5,6,1
DIAMOND FRIENDS,J Moreira,J Size,119,1059,1,1.38.56,2.1,4,6,5,1
SUPERNATURAL,J Moreira,A S Cruz,123,1066,4,1.23.90,6.5,10,10,11,7
LOVE SHOCK,J Moreira,J Size,128,1277,14,0.56.55,3.4,4,2,2,2
DIEGO KOSTA,J Moreira,J Size,123,1119,7,1.09.42,3,3,3,2,2
BAD BOY,J Moreira,J Moore,130,1227,5,0.56.99,4.3,8,5,6,6
HIT THE BID,J Moreira,A T Millard,131,1191,2,1.37.97,4.9,2,3,3,3
PEOPLE'S KNIGHT,J Moreira,J Moore,129,1171,1,1.22.58,2.1,12,10,10,10
JOYFUL TRINITY,J Moreira,J Moore,119,1138,10,1.21.71,4,7,8,5,1
OPTIMISM,J Moreira,D E Ferraris,120,1058,12,1.10.55,11,10,10,4,4
THE SYLPH,J Moreira,D E Ferraris,131,1016,5,1.40.23,2.7,7,8,6,2
KING BOUNTIFUL,J Moreira,J Size,118,1119,1,2.17.54,5,3,3,3,1
SECRET AGENT,J Moreira,K L Man,126,1051,3,1.10.13,3.3,6,5,3,3
TOP BONUS,J Moreira,J Size,119,1182,10,0.57.80,7.3,2,2,6,6
TOM'S CHARM,J Moreira,J Size,116,1018,8,1.39.81,4.6,8,9,9,3
NEWSWIRE FREE,J Moreira,P F Yiu,125,1095,3,1.41.37,3.1,5,6,7,9
RED MARVEL,J Moreira,J Size,124,1059,4,1.40.78,3.6,5,8,8,5
LUCKY YEAR,J Moreira,C S Shum,123,1129,1,1.09.36,1.9,4,3,1,1
ARM RUNDA,J Moreira,J Size,126,1163,1,1.11.16,2.3,1,1,2,2
SICHUAN VIGOUR,J Moreira,J Size,126,1073,1,1.38.34,2.9,5,6,5,3
MY DARLING,J Moreira,J Size,128,1132,9,1.21.54,3.4,6,9,9,1
HAPPY FRIENDSHIP,J Moreira,S Woods,121,924,8,1.49.32,4.1,1,4,4,1
GENTRY,J Moreira,C H Yip,124,995,14,1.11.51,8,13,14,13,13
AMAZING KIDS,J Moreira,J Size,126,1153,3,1.08.56,1.9,5,5,2,2
ELECTRONIC PHOENIX,J Moreira,T P Yung,129,1194,8,1.35.14,3.9,11,10,10,8
MR PICASSO,J Moreira,D J Hall,127,1070,1,1.22.76,4.2,6,5,4,7
GENERAL SHERMAN,J Moreira,A S Cruz,131,1071,6,1.46.89,3,10,9,9,2
DESIGNS ON ROME,J Moreira,J Moore,126,1067,5,2.26.38,6.5,7,7,7,4
MOMENTUM LUCKY,J Moreira,J Size,130,1122,12,1.09.37,2.6,1,1,3,3
SMILING GLORY,J Moreira,K L Man,126,1163,12,1.09.68,4.8,1,1,3,3
RACING SUPERNOVA,J Moreira,W Y So,120,1136,5,1.08.93,2.2,8,8,2,2
GOLD TARTINI,J Moreira,D J Hall,116,992,7,1.36.33,7.8,7,7,3,3
DANCING FLAMES,J Moreira,C S Shum,131,1109,7,0.56.86,3.7,14,12,8,8
HOME RUN,J Moreira,Y S Tsui,127,1094,3,1.22.37,2.1,9,8,7,1
FLYING FORCE,J Moreira,C H Yip,121,1070,4,1.09.30,3.2,5,5,1,1
BOTH LUCKY,J Moreira,C Fownes,122,1122,10,0.56.49,10,11,6,6,6
RAPPER DRAGON,J Moreira,J Moore,117,1167,1,1.33.87,2.2,5,5,5,1
LUCKY GIRL,J Moreira,C H Yip,133,1184,4,1.34.59,2.3,8,9,6,4
RACINGFORPLEASURE,J Moreira,K W Lui,131,965,2,1.41.60,14,8,8,10,8
BEAR RAPPER,J Moreira,D E Ferraris,133,1176,1,1.10.28,2.7,4,4,1,1
HASTA LA VISTA,J Moreira,J Size,129,978,12,1.11.30,26,9,8,10,10
APACHE SPIRIT,J Moreira,C Fownes,128,1075,8,1.40.53,3.3,3,3,2,2
BIG BANG BONG,J Moreira,J Size,131,1047,5,1.10.45,4.7,3,4,8,8
HO HO FEEL,J Moreira,C H Yip,128,1154,9,1.50.44,3.9,8,7,7,1
WAH MAY BABY,J Moreira,A S Cruz,116,1132,3,1.10.50,2.1,2,1,2,2
LOTUS STRIKES BACK,J Moreira,J Moore,122,1015,10,1.50.27,3.3,10,9,9,4
RESPECT,J Moreira,J Moore,119,1136,3,1.09.01,4.6,2,2,2,2
MEGA RED,J Moreira,K W Lui,128,1160,12,1.21.52,5.1,14,13,10,3
HOLY STAR,J Moreira,D J Hall,117,1014,6,2.02.19,2.9,4,7,9,4
LOVE SHOCK,J Moreira,J Size,129,1283,2,1.09.14,1.8,2,2,1,1
UNIQUE JOYOUS,J Moreira,K L Man,128,1168,1,1.34.34,1.9,8,8,5,1
UNBEATABLE GUTS,J Moreira,L Ho,132,1064,4,1.23.13,3.3,7,8,8,5
DIEGO KOSTA,J Moreira,J Size,125,1120,14,1.10.03,5.2,2,2,5,5
GRAND PLUS,J Moreira,J Size,122,1092,4,1.08.51,8.1,6,6,4,4
ATHENA BABY,J Moreira,C S Shum,125,1061,10,1.34.05,4.5,5,5,4,3
BASIC TRILOGY,J Moreira,J Moore,130,1183,1,1.45.94,2,4,5,5,2
MR KOOL,J Moreira,A S Cruz,122,1041,7,1.10.45,3.8,10,10,7,7
APOLLO'S CHOICE,J Moreira,D J Hall,124,1062,1,1.10.23,4.7,3,3,2,2
OPTIMISM,J Moreira,D E Ferraris,118,1060,2,1.10.31,3.3,7,6,1,1
THE SYLPH,J Moreira,D E Ferraris,130,1015,5,1.41.69,2.9,7,6,7,2
HAPPY SURVEYS,J Moreira,J Size,133,1173,9,1.10.22,3,9,9,3,3
KING BOUNTIFUL,J Moreira,J Size,122,1116,8,1.42.56,6.2,8,9,5,8
TOP BONUS,J Moreira,J Size,119,1168,10,0.58.03,11,7,8,8,8
TOM'S CHARM,J Moreira,J Size,116,1027,8,1.40.99,3.7,11,10,10,6
SO CAFFE,J Moreira,C Fownes,124,1126,10,1.41.23,2.7,9,9,9,2
DANCING FLAMES,J Moreira,C S Shum,133,1102,5,0.55.72,3.5,2,1,1,1
EROICO,J Moreira,J Size,123,1143,1,1.08.25,4.3,4,4,2,2
SPICY SURE,J Moreira,K L Man,133,1139,7,1.20.92,3.7,1,1,1,1
RESPECT,J Moreira,J Moore,123,1130,9,1.09.32,5.1,2,2,3,3
HELENE PARAGON,J Moreira,J Moore,119,1078,6,1.45.83,1.8,7,7,7,1
HOUSE OF FUN,J Moreira,J Size,126,1222,9,1.34.37,3.8,4,4,3,2
ARIZONA BLIZZARD,J Moreira,J Size,124,1107,2,1.10.52,10,9,7,10,10
GREAT SKY,J Moreira,A T Millard,117,1173,5,1.08.78,13,8,8,5,5
RAGING BULL,J Moreira,J Size,119,1125,10,1.21.93,6.7,13,13,13,12
SUN JEWELLERY,J Moreira,J Size,118,1120,1,1.21.61,1.6,2,3,3,1
RACING SUPERNOVA,J Moreira,W Y So,119,1136,2,1.09.16,1.9,6,5,4,4
I'M A WITNESS,J Moreira,A S Cruz,128,1080,8,1.10.02,4.5,2,2,1,1
FANTASTICO,J Moreira,P F Yiu,133,1079,6,0.58.35,3.6,9,7,10,10
DIEGO KOSTA,J Moreira,J Size,130,1118,5,0.57.35,2.3,3,3,3,3
OPTIMISM,J Moreira,D E Ferraris,125,1062,12,1.10.65,13,9,6,2,2
VARA PEARL,J Moreira,A T Millard,133,1006,8,1.40.70,5.5,9,9,9,1
LOTUS STRIKES BACK,J Moreira,J Moore,121,1032,1,2.17.25,3.5,8,7,6,5
TOP BONUS,J Moreira,J Size,121,1186,4,1.10.30,5.1,5,5,3,3
SO CAFFE,J Moreira,C Fownes,127,1114,5,1.41.64,2.3,6,6,6,1
HAPPY FRIENDSHIP,J Moreira,S Woods,132,915,6,1.51.33,2.2,2,3,6,9
JOYFUL TRINITY,J Moreira,J Moore,129,1145,5,1.33.91,2.2,10,11,8,1
ENREACHING,J Moreira,J Size,133,1066,12,1.09.70,19,3,4,8,8
SMILING GLORY,J Moreira,K L Man,125,1166,10,1.09.67,3.7,2,2,4,4
DIAMOND FRIENDS,J Moreira,J Size,126,1048,5,1.39.89,3,8,7,6,2
HO HO FEEL,J Moreira,C H Yip,133,1155,2,2.03.41,2.7,8,8,7,2
WORLD RECORD,J Moreira,A T Millard,119,1025,14,1.22.24,16,13,13,11,2
LOVE SHOCK,J Moreira,J Size,118,1269,12,1.08.96,1.6,1,1,4,4
CALIFORNIA JOY,J Moreira,A S Cruz,118,1156,7,1.33.70,2,4,4,3,2
ARM RUNDA,J Moreira,J Size,126,1181,1,1.09.90,2.3,7,6,4,4
SURE PEACE,J Moreira,J Moore,116,1128,5,1.38.95,2.6,9,11,9,7
DR LISTENING,J Moreira,J Size,116,1102,8,1.20.85,2,2,3,2,1
GAME OF FUN,J Moreira,J Size,125,980,3,0.56.59,2.8,2,2,4,4
RESPECT,J Moreira,J Moore,122,1141,11,1.09.20,4.4,2,2,2,2
GOOD FOR YOU,J Moreira,Y S Tsui,133,960,1,1.21.99,4.2,9,11,10,3
HOUSE OF FUN,J Moreira,J Size,128,1215,10,1.35.58,2,5,6,6,10
DRAGON GENERAL,J Moreira,Y S Tsui,133,1106,2,0.55.84,5.2,5,7,1,1
BASIC TRILOGY,J Moreira,J Moore,132,1190,6,2.00.67,3,8,10,11,8
MAGNETISM,J Moreira,D E Ferraris,132,1098,6,1.22.12,5.2,9,9,10,3
BEAR RAPPER,J Moreira,D E Ferraris,118,1172,7,1.11.41,5.3,4,6,12,12
SEA WARRIOR,J Moreira,W Y So,132,1098,5,1.10.81,6.3,3,5,5,5
MIGHTY WONGCHOY,J Moreira,K L Man,115,1104,10,1.41.62,2.2,1,1,1,5
SAVVY NATURE,J Moreira,J Moore,132,1261,3,1.50.58,3.1,1,3,4,1
FLYING MONKEY,J Moreira,W Y So,124,1064,9,1.10.42,3,1,1,2,2
TOP BONUS,J Moreira,J Size,117,1180,10,0.57.43,6.8,5,8,4,4
THE SYLPH,J Moreira,D E Ferraris,131,1011,2,1.40.99,4.4,5,6,5,1
EROICO,J Moreira,J Size,121,1147,11,1.09.71,8.6,5,4,4,4
HAPPY SOUND,J Moreira,A Lee,132,1129,4,1.09.65,3.6,2,1,2,2
BEAUTY KINGDOM,J Moreira,A S Cruz,117,1085,6,1.21.17,3.6,3,2,2,1
APOLLO'S CHOICE,J Moreira,D J Hall,128,1055,10,1.22.14,9.3,4,3,7,10
HIT A HOME RUN,J Moreira,D J Hall,116,1081,12,1.47.60,4.2,13,12,12,1
SMILING GLORY,J Moreira,K L Man,127,1166,6,1.09.82,7.1,3,3,3,3
TEAM SWEET,J Moreira,J Moore,131,1088,2,1.21.68,5.7,10,9,8,3
REWARDING FLYER,J Moreira,J Moore,117,1025,4,1.22.13,4.7,9,8,9,2
UNIQUE JOYOUS,J Moreira,K L Man,115,1159,3,1.33.56,3,9,8,7,1
HELENE PARAGON,J Moreira,J Moore,133,1075,6,1.33.33,1.8,8,6,5,1
LOVE SHOCK,J Moreira,J Size,118,1266,5,1.08.40,1.6,4,3,1,1
HAPPY SOUND,J Moreira,A Lee,129,1120,3,1.09.56,1.8,1,1,2,2
SPICY SURE,J Moreira,K L Man,125,1125,10,1.22.67,2.2,2,2,2,12
PRINCE FALCON,J Moreira,J Moore,133,1050,7,1.24.00,2.2,7,11,12,10
LUCKY YEAR,J Moreira,C S Shum,117,1135,2,1.08.19,2.8,4,2,1,1
PERPETUAL JOYANCE,J Moreira,J Size,123,1124,3,0.56.73,7.8,7,10,7,7
TEAM SWEET,J Moreira,J Moore,132,1093,5,1.22.45,3.2,9,9,9,3
SMILING GLORY,J Moreira,K L Man,121,1171,10,1.10.12,3,8,6,8,8
LUCKY CELEBRITY,J Moreira,W Y So,116,1032,13,0.57.28,7.3,9,6,11,11
GREEN CARD,J Moreira,J Moore,127,1128,1,1.09.70,2.2,7,6,4,4
PEOPLE'S KNIGHT,J Moreira,J Moore,130,1141,3,1.23.18,4,6,7,9,11
OPTIMISM,J Moreira,D E Ferraris,128,1063,12,1.11.48,5,12,12,7,7
FLYING MONKEY,J Moreira,W Y So,125,1070,7,1.10.78,2.5,2,2,1,1
FLYING MACHINE,J Moreira,W Y So,125,1066,2,1.42.99,3.9,3,3,5,7
SUPER SPRINTER,J Moreira,C S Shum,128,1029,6,1.42.41,2.6,7,6,7,5
GLORY HORSIE,J Moreira,D Cruz,118,1231,10,1.11.91,28,3,3,5,5
KING OF MONGOLIA,J Moreira,C S Shum,131,1122,1,1.41.86,2.4,3,4,5,9
LUCKY PROFIT,J Moreira,C S Shum,120,1137,1,1.10.85,2.4,3,4,2,2
MR BOGART,J Moreira,J Moore,124,1249,3,1.10.05,2,5,4,2,2
FAST ROCKET,J Moreira,A T Millard,133,1142,11,0.59.92,27,3,8,14,14
CALIFORNIA JOY,J Moreira,A S Cruz,118,1178,3,1.34.50,1.7,6,6,5,1
RUMINARE,J Moreira,K L Man,117,1151,9,1.09.81,2.8,1,1,2,2
GOOD FOR YOU,J Moreira,Y S Tsui,133,990,14,1.22.10,3.8,10,13,7,1
LANSBURY,J Moreira,D J Hall,133,1164,5,1.10.14,5.6,5,5,2,2
MAGNETISM,J Moreira,D E Ferraris,133,1109,4,1.22.10,2.3,4,4,4,2
GOLDEN DEER,J Moreira,T P Yung,119,1120,2,1.10.28,12,11,11,10,10
HIT A HOME RUN,J Moreira,D J Hall,123,1090,11,1.36.24,4.9,11,12,11,8
JOYFUL TRINITY,J Moreira,J Moore,124,1154,10,1.21.17,1.9,12,9,10,2
FORZA AVANTI,J Moreira,Y S Tsui,130,1092,6,1.10.21,2.2,5,3,2,2
TOP ACE,J Moreira,A T Millard,133,1124,9,1.35.70,3.7,7,6,8,4
SNOWHOOVES,J Moreira,D Cruz,118,1064,13,1.23.16,2.5,2,2,1,6
MR PICASSO,J Moreira,D J Hall,124,1107,13,1.10.39,2.9,11,8,1,1
HOUSE OF FUN,J Moreira,J Size,127,1224,7,1.22.28,3.1,4,4,2,1
BEAUTY CONNECTION,J Moreira,A S Cruz,119,1136,4,1.09.53,3.1,4,4,9,9
LOTUS BREEZE,J Moreira,W Y So,117,1076,2,1.09.40,2.3,4,4,1,1
EASY HEDGE,J Moreira,J Size,116,1072,13,1.34.88,4.7,11,10,10,7
FLYING MACHINE,J Moreira,W Y So,125,1073,12,1.42.25,3.9,5,4,2,5
WHO'STHEDUDE,J Moreira,C S Shum,129,1113,10,1.10.51,4.2,9,8,1,1
SPEEDY WALLY,J Moreira,C Fownes,116,1108,2,1.41.88,1.9,5,5,4,3
GREAT SPEED,J Moreira,L Ho,115,1095,11,1.11.35,3.4,11,10,4,4
C P POWER,J Moreira,A T Millard,127,1056,7,0.57.97,3.4,9,8,2,2
ALLCASH,J Moreira,A T Millard,119,1162,4,1.50.31,5,6,7,6,6
MOMENTUM LUCKY,J Moreira,J Size,133,1123,5,1.10.58,4.9,3,3,4,4
DYNAMISM,J Moreira,D E Ferraris,120,1161,1,1.40.55,2.9,5,3,2,2
GOOD METHOD,J Moreira,C S Shum,133,1033,12,1.22.22,2.1,1,1,1,1
JOYFUL TRINITY,J Moreira,J Moore,115,1156,7,1.21.11,2.1,7,8,7,1
EROICO,J Moreira,J Size,124,1134,6,1.08.87,7.9,6,5,3,3
KING BOUNTIFUL,J Moreira,J Size,122,1121,8,1.48.18,4.1,8,7,8,4
DRAGON WARRIOR,J Moreira,W Y So,128,1175,7,1.22.24,2.3,2,4,3,4
CALIFORNIA JOY,J Moreira,A S Cruz,128,1180,2,1.35.27,2.1,4,5,5,2
RUMINARE,J Moreira,K L Man,117,1156,10,1.10.05,2.9,2,3,5,5
IRON BOY,J Moreira,K W Lui,122,1169,3,1.09.02,2.2,3,3,1,1
MIDNIGHT RATTLER,J Moreira,J Moore,119,1146,8,1.09.18,7.9,10,9,4,4
GOLDEN HARVEST,J Moreira,A T Millard,115,1184,4,0.56.80,28,4,4,6,6
DR LISTENING,J Moreira,J Size,121,1118,11,1.22.64,1.7,1,2,2,12
SWEET BEAN,J Moreira,C Fownes,115,1019,3,1.51.59,2.8,5,4,4,1
FLYING MONKEY,J Moreira,W Y So,131,1075,6,1.11.00,2.7,1,1,2,2
ENREACHING,J Moreira,J Size,115,1109,6,1.11.55,21,2,2,4,4
ARM RUNDA,J Moreira,J Size,133,1188,11,1.12.47,7.2,1,1,12,12
SUPER SPRINTER,J Moreira,C S Shum,132,1021,11,1.42.93,4,11,11,11,5
NEWSWIRE FREE,J Moreira,P F Yiu,121,1125,8,1.42.86,5.2,8,8,3,2
KINGSFIELD,J Moreira,R Gibson,126,1112,6,1.42.14,3,3,3,3,7
LUCKY PROFIT,J Moreira,C S Shum,117,1139,6,1.11.35,4.2,6,5,6,6
BEAR CHUM,J Moreira,D E Ferraris,133,1206,6,1.10.03,3.2,1,1,5,5
MAGNETISM,J Moreira,D E Ferraris,117,1117,3,1.21.61,3.1,6,6,4,2
INVISIBLE,J Moreira,C Fownes,133,1139,14,1.10.07,10,8,7,1,1
GAME OF FUN,J Moreira,J Size,126,990,2,1.10.16,3.7,4,4,5,5
WORKS OF ART,J Moreira,J Size,125,1118,5,1.22.88,8.8,3,5,5,13
DRAGON HARMONY,J Moreira,J Moore,116,1166,10,1.39.36,2.8,5,4,2,7
GOAL FOR GOLD,J Moreira,C S Shum,116,1093,9,1.39.33,2.4,5,3,2,4
THOR THE GREATEST,J Moreira,T P Yung,117,1170,4,0.57.11,7.2,5,5,2,2
HARBOUR MASTER,J Moreira,J Moore,133,1162,5,1.34.04,23,10,9,7,6
FLYING FORCE,J Moreira,C H Yip,124,1069,12,1.09.27,8.3,6,7,4,4
WINASWEWISH,J Moreira,C Fownes,133,1168,2,1.41.34,2.3,9,8,8,1
FORZA AVANTI,J Moreira,Y S Tsui,131,1092,7,1.11.25,2.9,5,5,1,1
SO CAFFE,J Moreira,C Fownes,133,1117,3,1.40.89,2.8,6,6,7,1
FORMULA GALORE,J Moreira,C Fownes,115,1074,12,1.10.69,4.9,11,10,1,1
ROYAL PARTNER,J Moreira,C Fownes,116,1062,8,1.41.57,3,5,6,4,7
C P POWER,J Moreira,A T Millard,126,1063,4,0.58.24,2.2,5,6,4,4
SPEEDY WALLY,J Moreira,C Fownes,118,1100,9,1.51.64,4.5,8,8,7,1
WHO'STHEDUDE,J Moreira,C S Shum,118,1118,8,1.10.60,3.4,10,10,5,5
CHEER WIN,J Moreira,P F Yiu,123,1131,3,0.57.15,3.2,5,3,1,1
ADVENTURER,J Moreira,Y S Tsui,122,1101,13,0.56.20,3,1,1,1,1
PRINCE FALCON,J Moreira,J Moore,132,1050,6,1.35.30,4.3,11,9,8,1
HOUSE OF FUN,J Moreira,J Size,133,1226,10,1.22.40,2.6,3,2,2,3
I'M THE WON FOR U,J Moreira,Y S Tsui,122,1049,10,1.09.39,4.5,4,4,2,2
DANEWIN EXPRESS,J Moreira,Y S Tsui,133,1149,7,1.23.65,2.9,9,10,9,9
INVENTION MASTER,J Moreira,K W Lui,120,1248,6,1.35.31,2.3,6,6,5,3
EASY HEDGE,J Moreira,J Size,117,1089,13,1.48.09,3.9,5,4,8,13
GRAND PLUS,J Moreira,J Size,124,1077,3,1.09.24,9.8,7,5,7,7
HEALTHY JOYFUL,J Moreira,C S Shum,133,1024,6,1.21.95,3.5,1,4,5,1
GIDDY GIDDY,J Moreira,J Size,131,1119,12,0.57.90,4.2,1,1,2,2
FLYING MACHINE,J Moreira,W Y So,123,1079,1,1.50.64,2.3,3,4,5,1
WILD BOY,J Moreira,T P Yung,130,1186,11,1.10.92,17,11,10,2,2
NASHASHUK,J Moreira,J Size,125,1093,2,1.11.36,3.9,5,6,9,9
A BEAUTIFUL,J Moreira,W Y So,116,1074,4,1.40.80,2.5,4,4,6,6
SUPER SPRINTER,J Moreira,C S Shum,129,1034,3,1.41.01,3.2,6,7,10,3
WHO ELSE BUT YOU,J Moreira,P O'Sullivan,117,1079,11,1.10.40,6.1,1,1,2,2
SWEET HOME,J Moreira,D J Hall,116,1093,6,1.10.99,6.2,7,8,7,7
CONSISTENT,J Moreira,T P Yung,127,962,9,1.09.24,6.7,9,5,1,1
EASTERN EXPRESS,J Moreira,J Size,121,1177,1,1.47.45,3,3,5,4,2
ARM RUNDA,J Moreira,J Size,130,1168,6,1.10.92,5.9,12,11,12,12
DRAGON WARRIOR,J Moreira,W Y So,125,1189,5,1.23.19,2.8,13,9,10,8
MR PICASSO,J Moreira,D J Hall,130,1094,5,1.23.54,3.5,4,4,3,5
PERPETUAL TREASURE,J Moreira,T P Yung,116,1124,3,1.08.36,2.4,3,2,1,1
LOVE SHOCK,J Moreira,J Size,130,1282,13,1.09.37,4.3,5,5,4,4
THEWIZARDOFOZ,J Moreira,J Size,116,1173,4,1.09.05,4.2,7,6,11,11
UNICORN,J Moreira,C S Shum,127,1080,2,1.34.82,2.8,8,8,9,3
JOYFUL TRINITY,J Moreira,J Moore,122,1161,2,1.35.68,1.9,5,5,6,4
GREAT SPEED,J Moreira,L Ho,115,1088,6,1.11.35,2.6,5,5,6,6
DOUBLE POINT,J Moreira,C Fownes,126,1016,10,1.42.50,7.9,6,6,6,2
NEWSWIRE FREE,J Moreira,P F Yiu,118,1120,8,1.41.17,3,8,8,4,1
KING BOUNTIFUL,J Moreira,J Size,121,1123,3,2.18.48,2.7,6,5,5,3
HARBOUR MASTER,J Moreira,J Moore,126,1162,4,1.40.70,5.3,5,5,7,1
THOR THE GREATEST,J Moreira,T P Yung,123,1180,8,0.57.73,7.5,10,9,5,5
SUPER FLUKE,J Moreira,D Cruz,118,1118,6,1.41.94,3.2,4,3,3,1
BLISS CARTEL,J Moreira,D E Ferraris,118,1087,2,1.42.42,2,1,1,1,4
MIDNIGHT RATTLER,J Moreira,J Moore,122,1153,12,1.10.65,12,8,10,7,7
SWEET BEAN,J Moreira,C Fownes,122,1015,7,1.51.24,3.8,11,10,9,1
RAGING BULL,J Moreira,J Size,118,1140,11,1.11.27,7.1,6,9,6,6
LANSBURY,J Moreira,D J Hall,133,1156,6,1.42.75,2.6,7,7,7,2
AMAZING FEELING,J Moreira,R Gibson,129,1133,11,1.11.45,4.1,12,10,2,2
SUPER SPRINTER,J Moreira,C S Shum,129,1037,10,1.42.52,3.9,4,4,5,3
PIKACHU,J Moreira,D E Ferraris,122,1145,9,1.41.97,2.4,10,9,9,3
WHO'STHEDUDE,J Moreira,C S Shum,121,1126,7,1.11.22,3.1,9,9,5,5
EASY HEDGE,J Moreira,J Size,118,1084,4,1.50.91,6.6,8,8,7,4
SNOWHOOVES,J Moreira,D Cruz,117,1071,7,1.10.20,3.9,5,6,1,1
BORN DRAGON,J Moreira,C Fownes,117,999,4,1.10.20,2.6,2,4,5,5
FLYING MACHINE,J Moreira,W Y So,131,1080,10,1.40.83,3.2,6,6,5,1
BOSSIEE,J Moreira,D Cruz,128,1162,12,1.11.86,9.7,12,12,11,11
PRESIDENTPARAMOUNT,J Moreira,C S Shum,127,1166,4,1.13.18,7.9,8,9,12,12
DRAGON HARMONY,J Moreira,J Moore,116,1184,5,1.50.43,5.1,1,3,3,4
GRAND PLUS,J Moreira,J Size,125,1085,7,1.11.05,16,11,8,12,12
GOAL FOR GOLD,J Moreira,C S Shum,116,1107,12,1.39.58,3.8,6,5,5,6
